species_id,n_p_genes,n_m_genes,total_pairs,n_same_contig,pct_same_contig,median_dist,min_dist,mean_dist
s__Shimia_sp017743735--RS_GCF_017743735.1,8,1,8,0,0.0,,,
s__Shinella_sp002364745--RS_GCF_022637395.1,7,3,21,10,47.6,731.5,425.0,649.0
s__Shinella_sumterensis--RS_GCF_004514425.2,8,3,24,0,0.0,,,
s__Sideroxyarcus_sp013140695--GB_GCA_013140695.1,5,6,30,0,0.0,,,
s__Sideroxyarcus_sp021783525--GB_GCA_021783525.1,6,3,18,0,0.0,,,
s__Silvibacterium_bohemicum--RS_GCF_001006305.1,5,4,20,4,20.0,183.5,182.0,183.5
s__Silvibacterium_dinghuense--RS_GCF_004123295.1,6,1,6,2,33.3,200.0,27.0,200.0
s__Siminovitchia_acidinfaciens--RS_GCF_003605385.1,4,2,8,0,0.0,,,
s__Siminovitchia_terrae--RS_GCF_003605405.2,6,5,30,0,0.0,,,
s__Sinomicrobium_weinanense--RS_GCF_018863395.1,1,3,3,0,0.0,,,
s__Sinorhizobium_alkalisoli--RS_GCF_008932245.1,8,2,16,8,50.0,59.5,37.0,59.5
s__Sinorhizobium_fredii_B--RS_GCF_000265205.3,8,5,40,40,100.0,3027.5,413.0,3010.1
s__Sinorhizobium_meliloti--RS_GCF_017876815.1,8,5,40,16,40.0,300.0,166.0,298.2
s__Sinorhizobium_meliloti_A--RS_GCF_000375585.1,8,4,32,8,25.0,242.0,183.0,242.0
s__Siphonobacter_aquaeclarae--RS_GCF_900103285.1,2,3,6,0,0.0,,,
s__Siphonobacter_sp002872335--RS_GCF_002872335.1,1,3,3,2,66.7,197.0,100.0,197.0
s__Smithella_sp001412345--GB_GCA_007244375.1,3,2,6,0,0.0,,,
s__Smithella_sp002441205--GB_GCA_002441205.1,3,2,6,0,0.0,,,
s__Smithella_sp003139775--GB_GCA_003139775.1,2,1,2,0,0.0,,,
s__Sodalinema_sp004299065--GB_GCA_004299065.1,4,3,12,0,0.0,,,
s__Sodalinema_sp007126595--GB_GCA_012911965.1,4,2,8,0,0.0,,,
s__Sodalinema_willei_A--GB_GCA_001637315.1,5,3,15,0,0.0,,,
s__Solincola_A_tengchongensis--GB_GCA_015711895.1,2,2,4,0,0.0,,,
s__Solincola_sediminis--GB_GCA_001767605.1,6,4,24,0,0.0,,,
s__Sorangium_cellulosum_D--RS_GCF_000418325.1,6,3,18,18,100.0,4633.5,670.0,3986.8
s__Specibacter_alpinus_A--RS_GCF_001294625.1,7,2,14,14,100.0,679.5,273.0,666.3
s__Spelaeicoccus_albus--RS_GCF_013409065.1,7,2,14,14,100.0,876.0,354.0,864.4
s__Sphaerobacter_thermophilus--RS_GCF_000024985.1,5,1,5,5,100.0,1138.0,1136.0,1138.0
s__Sphaerochaeta_sp009930195--GB_GCA_009930195.1,7,4,28,0,0.0,,,
s__Sphingobacterium_alkalisoli--RS_GCF_005049105.1,6,2,12,0,0.0,,,
s__Sphingobacterium_faecium--RS_GCF_003054045.1,5,2,10,1,10.0,18.0,18.0,18.0
s__Sphingobacterium_prati--RS_GCF_013167215.1,9,2,18,4,22.2,119.5,118.0,119.5
s__Sphingobacterium_psychroaquaticum--RS_GCF_900177625.1,2,2,4,1,25.0,472.0,472.0,472.0
s__Sphingobacterium_sp002500745--GB_GCA_002500745.1,5,2,10,0,0.0,,,
s__Sphingobium_baderi_A--RS_GCF_001456115.1,3,3,9,6,66.7,849.5,435.0,849.5
s__Sphingobium_bisphenolicum--GB_GCA_024349785.1,3,2,6,3,50.0,1382.0,1381.0,1382.0
s__Sphingobium_chlorophenolicum--RS_GCF_000722875.1,4,2,8,0,0.0,,,
s__Sphingobium_chungbukense--RS_GCF_001005725.1,3,7,21,0,0.0,,,
s__Sphingobium_fuliginis--RS_GCF_004152845.1,4,3,12,4,33.3,21.5,20.0,21.5
s__Sphingobium_herbicidovorans--RS_GCF_002080435.1,4,2,8,0,0.0,,,
s__Sphingobium_indicum--RS_GCF_000264945.2,4,3,12,12,100.0,1955.5,18.0,1440.8
s__Sphingobium_quisquiliarum--RS_GCF_000445065.1,3,3,9,0,0.0,,,
s__Sphingobium_sp001563265--RS_GCF_001563265.1,4,6,24,20,83.3,1250.5,1059.0,1542.5
s__Sphingobium_sp001650725--RS_GCF_001650725.1,4,6,24,0,0.0,,,
s__Sphingobium_sp001713415--RS_GCF_001713415.1,5,1,5,0,0.0,,,
s__Sphingobium_sp002312805--RS_GCF_002312805.1,5,3,15,0,0.0,,,
s__Sphingobium_sp006226685--GB_GCA_006226685.1,5,2,10,0,0.0,,,
s__Sphingobium_sp020446425--GB_GCA_020446425.1,3,1,3,0,0.0,,,
s__Sphingobium_sp900218065--RS_GCF_900218065.1,4,1,4,0,0.0,,,
s__Sphingobium_wenxiniae--RS_GCF_007830065.1,3,3,9,0,0.0,,,
s__Sphingomicrobium_arenae--RS_GCF_016924655.1,2,1,2,2,100.0,117.5,117.0,117.5
s__Sphingomicrobium_ginsengisoli--RS_GCF_009363895.1,2,2,4,4,100.0,544.5,262.0,544.5
s__Sphingomonas_adhaesiva--RS_GCF_002374855.1,3,2,6,0,0.0,,,
s__Sphingomonas_aerolata--RS_GCF_003046295.1,4,1,4,4,100.0,845.5,733.0,817.8
s__Sphingomonas_aquatilis--RS_GCF_014196115.1,3,2,6,0,0.0,,,
s__Sphingomonas_aurantiaca--RS_GCF_003050705.1,3,2,6,0,0.0,,,
s__Sphingomonas_desiccabilis--RS_GCF_004135605.1,4,1,4,3,75.0,307.0,306.0,307.0
s__Sphingomonas_excrementigallinarum--GB_GCA_019112965.1,3,1,3,0,0.0,,,
s__Sphingomonas_panni--RS_GCF_022664435.1,4,2,8,1,12.5,21.0,21.0,21.0
s__Sphingomonas_sanguinis_B--RS_GCF_001476905.1,3,1,3,0,0.0,,,
s__Sphingomonas_sp000282895--RS_GCF_000282895.1,5,1,5,0,0.0,,,
s__Sphingomonas_sp001421355--RS_GCF_001421355.1,3,2,6,0,0.0,,,
s__Sphingomonas_sp001421715--RS_GCF_001421715.1,3,1,3,0,0.0,,,
s__Sphingomonas_sp001421765--RS_GCF_001421765.1,3,1,3,0,0.0,,,
s__Sphingomonas_sp001421805--RS_GCF_001421805.1,3,1,3,3,100.0,580.0,579.0,580.0
s__Sphingomonas_sp001421965--RS_GCF_001421965.1,3,1,3,3,100.0,85.0,84.0,85.0
s__Sphingomonas_sp001424005--RS_GCF_001424005.1,3,1,3,0,0.0,,,
s__Sphingomonas_sp001425385--RS_GCF_001425385.1,3,2,6,0,0.0,,,
s__Sphingomonas_sp001556185--RS_GCF_001556185.1,3,4,12,0,0.0,,,
s__Sphingomonas_sp016820445--RS_GCF_016820445.1,3,1,3,3,100.0,213.0,212.0,213.0
s__Sphingomonas_sp902826325--GB_GCA_902826325.1,1,1,1,0,0.0,,,
s__Sphingomonas_sp913776045--GB_GCA_913776045.1,4,1,4,0,0.0,,,
s__Sphingomonas_sp913777295--GB_GCA_913777295.1,3,2,6,0,0.0,,,
s__Sphingomonas_yabuuchiae_A--RS_GCF_001477495.1,3,2,6,0,0.0,,,
s__Sphingomonas_zeae--RS_GCF_014197135.1,3,1,3,0,0.0,,,
s__Sphingopyxis_bauzanensis--RS_GCF_002205675.1,3,3,9,0,0.0,,,
s__Sphingopyxis_granuli--RS_GCF_001591045.1,3,1,3,0,0.0,,,
s__Sphingopyxis_solisilvae--RS_GCF_015475875.1,3,2,6,0,0.0,,,
s__Sphingopyxis_sp001047015--RS_GCF_023822045.1,4,1,4,4,100.0,2041.5,2040.0,2041.5
s__Sphingopyxis_sp001427105--RS_GCF_001427105.1,4,1,4,0,0.0,,,
s__Sphingopyxis_sp013410105--RS_GCF_013410105.1,4,1,4,0,0.0,,,
s__Sphingopyxis_sp016734905--RS_GCF_016734905.1,3,1,3,3,100.0,758.0,757.0,758.0
s__Spiribacter_vilamensis--RS_GCF_004217415.1,9,1,9,9,100.0,1484.0,391.0,1249.2
s__Spirillospora_formosensis--RS_GCF_001552155.1,4,4,16,0,0.0,,,
s__Spirillospora_hallensis--RS_GCF_006716765.1,4,3,12,12,100.0,2252.5,642.0,2710.8
s__Spirillospora_litoris--RS_GCF_009733595.1,5,3,15,0,0.0,,,
s__Spirillospora_livida--RS_GCF_014648675.1,4,2,8,0,0.0,,,
s__Spirillospora_nitritigenes--RS_GCF_017573545.1,6,3,18,0,0.0,,,
s__Spirillospora_syzygii--RS_GCF_008085905.1,4,5,20,0,0.0,,,
s__Spirirestis_rafaelensis--GB_GCA_019359015.1,15,4,60,1,1.7,39.0,39.0,39.0
s__Spirosoma_oryzae--RS_GCF_003002825.1,1,4,4,0,0.0,,,
s__Spirosoma_sp021233055--RS_GCF_021233055.1,2,3,6,6,100.0,1297.0,145.0,1285.3
s__Spirosoma_utsteinense--RS_GCF_014282275.1,2,3,6,0,0.0,,,
s__Sporolactobacillus_inulinus--RS_GCF_006539285.1,7,5,35,0,0.0,,,
s__Sporolactobacillus_terrae--RS_GCF_000648615.1,12,3,36,0,0.0,,,
s__Sporosalibacterium_faouarense--RS_GCF_016765695.1,4,4,16,0,0.0,,,
s__Sporosarcina_psychrophila_A--RS_GCF_001590685.1,11,1,11,11,100.0,837.0,521.0,905.9
s__Sporosarcina_sp002077155--RS_GCF_002077155.1,4,3,12,12,100.0,432.5,423.0,622.2
s__Sporosarcina_sp014282005--RS_GCF_014282005.1,5,1,5,0,0.0,,,
s__Staphylococcus_edaphicus--RS_GCF_002614725.1,5,2,10,1,10.0,36.0,36.0,36.0
s__Stella_humosa--RS_GCF_006738645.1,16,2,32,32,100.0,1648.0,186.0,1662.2
s__Stenotrophomonas_A_panacihumi--RS_GCF_001431645.1,6,3,18,0,0.0,,,
s__Stenotrophomonas_maltophilia_AB--RS_GCF_024810105.1,6,2,12,5,41.7,41.0,38.0,40.8
s__Stenotrophomonas_nitritireducens--RS_GCF_001431425.1,5,4,20,0,0.0,,,
s__Stenotrophomonas_nitritireducens_A--RS_GCF_001700965.1,8,4,32,32,100.0,1032.5,42.0,1150.7
s__Stenotrophomonas_pictorum--RS_GCF_001310775.1,9,8,72,0,0.0,,,
s__Stenotrophomonas_sp004348115--RS_GCF_004348115.1,6,2,12,12,100.0,773.0,83.0,1019.5
s__Stenotrophomonas_sp913775725--GB_GCA_913775725.1,6,2,12,0,0.0,,,
s__Stercoripulliclostridium_A_sp944363505--GB_GCA_944363505.1,1,1,1,0,0.0,,,
s__Stigmatella_aurantiaca--RS_GCF_900109545.1,4,2,8,0,0.0,,,
s__Streptomonospora_nanhaiensis--RS_GCF_013410565.1,5,2,10,10,100.0,1787.5,791.0,1799.8
s__Streptomyces_A_vitaminophilus--RS_GCF_000380165.1,4,3,12,0,0.0,,,
s__Streptomyces_abikoensis--RS_GCF_014648775.1,5,4,20,1,5.0,108.0,108.0,108.0
s__Streptomyces_abyssomicinicus--RS_GCF_008974245.1,6,6,36,1,2.8,27.0,27.0,27.0
s__Streptomyces_acidicola--RS_GCF_009377235.1,5,3,15,0,0.0,,,
s__Streptomyces_afghaniensis--GB_GCA_000415505.1,5,4,20,0,0.0,,,
s__Streptomyces_agglomeratus--RS_GCF_001746415.1,4,7,28,28,100.0,1765.5,110.0,1717.1
s__Streptomyces_albidoflavus--RS_GCF_000719955.1,4,3,12,0,0.0,,,
s__Streptomyces_albireticuli--RS_GCF_021228125.1,5,5,25,1,4.0,119.0,119.0,119.0
s__Streptomyces_albireticuli_B--RS_GCF_002192455.1,5,6,30,30,100.0,1928.5,114.0,1794.8
s__Streptomyces_alboflavus--RS_GCF_000716675.1,5,7,35,0,0.0,,,
s__Streptomyces_albogriseolus--GB_GCA_014650475.1,4,8,32,0,0.0,,,
s__Streptomyces_alboniger--RS_GCF_008704395.1,5,6,30,30,100.0,1577.5,156.0,1756.9
s__Streptomyces_albulus_C--GB_GCA_001418405.1,6,6,36,0,0.0,,,
s__Streptomyces_albus--RS_GCF_000725885.1,4,4,16,0,0.0,,,
s__Streptomyces_alfalfae--RS_GCF_004127445.1,7,6,42,4,9.5,136.5,135.0,136.5
s__Streptomyces_alkaliphilus--RS_GCF_014141535.1,10,1,10,0,0.0,,,
s__Streptomyces_alkaliterrae--RS_GCF_007097205.2,4,2,8,0,0.0,,,
s__Streptomyces_althioticus--GB_GCA_014649355.1,4,4,16,0,0.0,,,
s__Streptomyces_ambofaciens--RS_GCF_001267885.1,4,5,20,20,100.0,1422.5,743.0,1509.5
s__Streptomyces_amritsarensis--RS_GCF_001953875.1,4,7,28,0,0.0,,,
s__Streptomyces_angustmyceticus--RS_GCF_019933235.1,4,4,16,16,100.0,998.5,683.0,1316.2
s__Streptomyces_antibioticus_B--RS_GCF_002019855.1,4,6,24,24,100.0,2253.5,823.0,1980.0
s__Streptomyces_anulatus--RS_GCF_014650675.1,4,3,12,0,0.0,,,
s__Streptomyces_anulatus_C--RS_GCF_000721175.1,4,8,32,0,0.0,,,
s__Streptomyces_asiaticus--RS_GCF_018138715.1,7,5,35,28,80.0,2059.5,835.0,2346.6
s__Streptomyces_atroolivaceus--RS_GCF_000717025.1,4,4,16,4,25.0,790.5,789.0,790.5
s__Streptomyces_aureocirculatus--RS_GCF_000720475.1,6,6,36,4,11.1,121.5,120.0,121.5
s__Streptomyces_avermitilis--RS_GCF_000009765.2,4,4,16,16,100.0,1766.0,999.0,1789.2
s__Streptomyces_bacillaris--GB_GCA_003268675.1,4,4,16,16,100.0,1266.0,185.0,1334.0
s__Streptomyces_barkulensis--RS_GCF_002843305.1,4,3,12,0,0.0,,,
s__Streptomyces_bicolor--RS_GCF_000719285.1,4,6,24,0,0.0,,,
s__Streptomyces_bobili--RS_GCF_002154575.1,5,5,25,0,0.0,,,
s__Streptomyces_bottropensis--RS_GCF_000383595.1,4,5,20,20,100.0,4490.5,1814.0,4268.5
s__Streptomyces_bryophytorum--RS_GCF_016916835.1,4,4,16,0,0.0,,,
s__Streptomyces_cadmiisoli--RS_GCF_003261055.1,4,4,16,16,100.0,1639.0,1400.0,1641.8
s__Streptomyces_caelestis_A--RS_GCF_001279005.1,5,3,15,0,0.0,,,
s__Streptomyces_canus--RS_GCF_001514145.1,4,7,28,0,0.0,,,
s__Streptomyces_celluloflavus--GB_GCA_000720995.1,5,7,35,0,0.0,,,
s__Streptomyces_chartreusis--RS_GCF_008704715.1,6,5,30,30,100.0,2955.5,1298.0,3113.6
s__Streptomyces_cinerochromogenes--RS_GCF_014648635.1,4,7,28,0,0.0,,,
s__Streptomyces_cinnamoneus--RS_GCF_014650495.1,7,6,42,1,2.4,30.0,30.0,30.0
s__Streptomyces_cinnamoneus_A--RS_GCF_002939475.1,5,6,30,30,100.0,1866.0,104.0,1779.0
s__Streptomyces_clavifer--GB_GCA_014651175.1,5,6,30,0,0.0,,,
s__Streptomyces_coelicoflavus--RS_GCF_003112555.1,5,6,30,0,0.0,,,
s__Streptomyces_coeruleorubidus--RS_GCF_008705135.1,4,4,16,16,100.0,1385.0,540.0,1379.5
s__Streptomyces_cyaneochromogenes--RS_GCF_003963535.1,4,8,32,32,100.0,2695.0,952.0,2672.1
s__Streptomyces_decoyicus--RS_GCF_019880305.1,4,7,28,28,100.0,1361.5,602.0,1944.9
s__Streptomyces_dengpaensis--RS_GCF_002946835.1,4,7,28,28,100.0,2056.5,810.0,2167.2
s__Streptomyces_diacarni--RS_GCF_003323715.1,4,4,16,0,0.0,,,
s__Streptomyces_diastatochromogenes--RS_GCF_002242805.1,9,5,45,4,8.9,676.5,675.0,677.2
s__Streptomyces_echinatus--RS_GCF_014203595.1,4,6,24,0,0.0,,,
s__Streptomyces_eurocidicus--RS_GCF_002891295.1,5,6,30,1,3.3,121.0,121.0,121.0
s__Streptomyces_eurythermus--RS_GCF_014649115.1,5,5,25,0,0.0,,,
s__Streptomyces_filamentosus--RS_GCF_014654895.1,9,5,45,32,71.1,1160.5,196.0,1191.9
s__Streptomyces_fildesensis--RS_GCF_016107395.1,7,8,56,3,5.4,207.0,206.0,207.0
s__Streptomyces_filipinensis--RS_GCF_014649495.1,4,5,20,0,0.0,,,
s__Streptomyces_flaveolus_A--RS_GCF_000716535.1,4,6,24,0,0.0,,,
s__Streptomyces_flaveus--RS_GCF_014647675.1,4,7,28,0,0.0,,,
s__Streptomyces_flavofungini--RS_GCF_014650815.1,5,7,35,4,11.4,139.5,138.0,139.5
s__Streptomyces_flavotricini--RS_GCF_020639365.1,4,5,20,20,100.0,1755.5,795.0,1706.7
s__Streptomyces_fradiae--RS_GCF_008704425.1,4,4,16,16,100.0,756.0,146.0,863.2
s__Streptomyces_galbus--RS_GCF_005280195.1,4,6,24,0,0.0,,,
s__Streptomyces_gardneri--RS_GCF_006539185.1,9,5,45,0,0.0,,,
s__Streptomyces_glaucescens--RS_GCF_002154375.1,4,6,24,0,0.0,,,
s__Streptomyces_glauciniger--RS_GCF_900188405.1,7,3,21,2,9.5,165.0,161.0,165.0
s__Streptomyces_globisporus_A--RS_GCF_000718455.1,4,3,12,0,0.0,,,
s__Streptomyces_goshikiensis--RS_GCF_014650555.1,4,8,32,0,0.0,,,
s__Streptomyces_griseoaurantiacus--GB_GCA_014656015.1,4,4,16,0,0.0,,,
s__Streptomyces_griseocarneus--RS_GCF_014655595.1,5,5,25,1,4.0,104.0,104.0,104.0
s__Streptomyces_griseoincarnatus--GB_GCA_014649575.1,4,2,8,0,0.0,,,
s__Streptomyces_griseoluteus--RS_GCF_004784465.1,4,5,20,0,0.0,,,
s__Streptomyces_griseoruber--RS_GCF_001514205.1,8,4,32,0,0.0,,,
s__Streptomyces_griseorubiginosus--RS_GCF_001514195.1,4,5,20,0,0.0,,,
s__Streptomyces_griseosporeus--RS_GCF_014656055.1,4,3,12,0,0.0,,,
s__Streptomyces_griseus--RS_GCF_900460065.1,5,3,15,0,0.0,,,
s__Streptomyces_harbinensis--RS_GCF_900116145.1,9,3,27,9,33.3,404.0,275.0,348.9
s__Streptomyces_hawaiiensis--RS_GCF_004803895.1,4,5,20,20,100.0,1706.5,836.0,1776.9
s__Streptomyces_himalayensis--RS_GCF_013778455.1,9,6,54,0,0.0,,,
s__Streptomyces_hydrogenans--RS_GCF_014656075.1,9,5,45,0,0.0,,,
s__Streptomyces_hygroscopicus--RS_GCF_001553455.1,5,5,25,0,0.0,,,
s__Streptomyces_inhibens--RS_GCF_003389455.1,5,6,30,0,0.0,,,
s__Streptomyces_justiciae--RS_GCF_015163075.1,4,5,20,0,0.0,,,
s__Streptomyces_kanamyceticus--RS_GCF_008704495.1,5,6,30,30,100.0,1778.5,166.0,1684.0
s__Streptomyces_kanasensis--RS_GCF_001484625.1,4,6,24,0,0.0,,,
s__Streptomyces_katrae--RS_GCF_000966975.1,5,7,35,0,0.0,,,
s__Streptomyces_katrae_A--RS_GCF_002028425.1,5,8,40,40,100.0,1735.5,506.0,1809.2
s__Streptomyces_katrae_B--RS_GCF_000717655.1,4,7,28,0,0.0,,,
s__Streptomyces_klenkii--RS_GCF_003626645.1,5,4,20,1,5.0,123.0,123.0,123.0
s__Streptomyces_kronopolitis--RS_GCF_014646275.1,4,6,24,0,0.0,,,
s__Streptomyces_lasiicapitis--RS_GCF_014646335.1,8,6,48,7,14.6,149.0,146.0,182.9
s__Streptomyces_libani--RS_GCF_009811595.1,5,5,25,15,60.0,712.0,705.0,1171.0
s__Streptomyces_lomondensis--RS_GCF_014651035.1,5,7,35,0,0.0,,,
s__Streptomyces_longwoodensis--RS_GCF_001514125.1,4,6,24,0,0.0,,,
s__Streptomyces_luteogriseus--RS_GCF_014205055.1,6,4,24,24,100.0,2134.5,902.0,2672.2
s__Streptomyces_luteolifulvus--RS_GCF_008806595.1,7,9,63,3,4.8,184.0,183.0,184.0
s__Streptomyces_lycii--RS_GCF_009735685.1,4,4,16,0,0.0,,,
s__Streptomyces_lydicus--RS_GCF_000717345.1,4,6,24,0,0.0,,,
s__Streptomyces_massasporeus--RS_GCF_014648995.1,4,4,16,0,0.0,,,
s__Streptomyces_mesophilus--RS_GCF_011044995.1,8,3,24,0,0.0,,,
s__Streptomyces_microflavus--RS_GCF_014650075.1,10,4,40,5,12.5,226.0,24.0,186.0
s__Streptomyces_milbemycinicus--RS_GCF_002154605.1,5,5,25,0,0.0,,,
s__Streptomyces_mirabilis--GB_GCA_001550305.1,11,6,66,0,0.0,,,
s__Streptomyces_misionensis--RS_GCF_900104815.1,5,5,25,25,100.0,1813.0,835.0,2318.7
s__Streptomyces_mobaraensis--RS_GCF_017916255.1,5,4,20,20,100.0,2317.0,110.0,1990.5
s__Streptomyces_monomycini--RS_GCF_022271435.1,5,7,35,0,0.0,,,
s__Streptomyces_morookaensis--RS_GCF_013030945.1,4,4,16,0,0.0,,,
s__Streptomyces_musisoli--RS_GCF_016741855.1,4,6,24,0,0.0,,,
s__Streptomyces_mutabilis--RS_GCF_014649815.1,4,5,20,0,0.0,,,
s__Streptomyces_mutomycini--RS_GCF_001700505.1,5,5,25,0,0.0,,,
s__Streptomyces_narbonensis--RS_GCF_014649015.1,5,4,20,4,20.0,227.5,226.0,227.5
s__Streptomyces_neyagawaensis--RS_GCF_023516595.1,4,7,28,0,0.0,,,
s__Streptomyces_nitrosporeus--RS_GCF_008704555.1,4,4,16,16,100.0,1864.5,896.0,1938.8
s__Streptomyces_niveus--RS_GCF_001723055.1,7,3,21,0,0.0,,,
s__Streptomyces_nodosus--RS_GCF_008704995.1,12,2,24,24,100.0,1391.0,197.0,1391.0
s__Streptomyces_noursei--GB_GCA_001704275.1,6,5,30,30,100.0,2022.5,111.0,2190.5
s__Streptomyces_odonnellii--RS_GCF_000981895.1,12,2,24,0,0.0,,,
s__Streptomyces_olivaceoviridis--RS_GCF_014650115.1,4,4,16,0,0.0,,,
s__Streptomyces_olivochromogenes--RS_GCF_001514115.1,8,7,56,4,7.1,429.5,428.0,430.2
s__Streptomyces_pactum_A--RS_GCF_002005225.1,5,5,25,25,100.0,1798.0,242.0,2441.8
s__Streptomyces_panaciradicis--RS_GCF_023516615.1,4,5,20,0,0.0,,,
s__Streptomyces_papulosus--RS_GCF_000717245.1,4,6,24,4,16.7,767.5,766.0,767.5
s__Streptomyces_parvulus--RS_GCF_014648855.1,5,5,25,0,0.0,,,
s__Streptomyces_parvus--RS_GCF_014648875.1,4,4,16,0,0.0,,,
s__Streptomyces_phaeoluteigriseus--RS_GCF_001896135.2,3,3,9,3,33.3,763.0,762.0,763.0
s__Streptomyces_platensis--RS_GCF_008704855.1,4,5,20,20,100.0,722.5,608.0,1244.3
s__Streptomyces_plumbidurans--RS_GCF_019857225.1,4,5,20,0,0.0,,,
s__Streptomyces_prasinus--RS_GCF_001419705.1,4,2,8,0,0.0,,,
s__Streptomyces_puniciscabiei--RS_GCF_006715785.1,5,6,30,24,80.0,1592.5,232.0,1519.7
s__Streptomyces_purpureus--RS_GCF_014648195.1,4,6,24,0,0.0,,,
s__Streptomyces_qinglanensis--RS_GCF_900111245.1,4,5,20,0,0.0,,,
s__Streptomyces_resistomycificus--RS_GCF_001514265.1,4,5,20,0,0.0,,,
s__Streptomyces_rimosus--RS_GCF_008704655.1,5,8,40,40,100.0,1501.0,608.0,1587.4
s__Streptomyces_rochei--GB_GCA_002155895.1,4,5,20,0,0.0,,,
s__Streptomyces_roseifaciens--RS_GCF_001445655.1,5,4,20,10,50.0,596.5,118.0,620.1
s__Streptomyces_roseoverticillatus--RS_GCF_000719265.1,5,4,20,1,5.0,111.0,111.0,111.0
s__Streptomyces_rubidus--RS_GCF_900110255.1,10,3,30,0,0.0,,,
s__Streptomyces_rubiginosohelvolus--RS_GCF_014649875.1,4,3,12,0,0.0,,,
s__Streptomyces_samsunensis--RS_GCF_024519315.1,4,6,24,0,0.0,,,
s__Streptomyces_scopuliridis--RS_GCF_000718095.1,7,4,28,4,14.3,157.5,156.0,157.5
s__Streptomyces_sennicomposti--RS_GCF_019890635.1,5,3,15,0,0.0,,,
s__Streptomyces_shenzhenensis--RS_GCF_021462265.1,8,6,48,3,6.2,55.0,50.0,53.7
s__Streptomyces_silvae--RS_GCF_016745505.1,4,5,20,0,0.0,,,
s__Streptomyces_sindenensis--RS_GCF_014649035.1,4,2,8,0,0.0,,,
s__Streptomyces_sioyaensis--RS_GCF_004122735.1,4,6,24,0,0.0,,,
s__Streptomyces_sp000158895--RS_GCF_003950035.1,5,4,20,20,100.0,2007.5,897.0,1845.2
s__Streptomyces_sp000280905--RS_GCF_000280905.1,4,4,16,0,0.0,,,
s__Streptomyces_sp000527195--RS_GCF_008632955.1,4,3,12,12,100.0,4253.5,1623.0,3651.8
s__Streptomyces_sp000717875--RS_GCF_000717875.1,5,5,25,0,0.0,,,
s__Streptomyces_sp000717915--RS_GCF_000717915.1,4,5,20,0,0.0,,,
s__Streptomyces_sp000720135--RS_GCF_000720135.1,4,5,20,0,0.0,,,
s__Streptomyces_sp000720175--RS_GCF_000720175.1,5,8,40,0,0.0,,,
s__Streptomyces_sp000720765--RS_GCF_000720765.1,8,5,40,0,0.0,,,
s__Streptomyces_sp000772045--RS_GCF_000772045.1,5,4,20,20,100.0,2254.0,778.0,2208.0
s__Streptomyces_sp001280005--RS_GCF_001280005.1,7,6,42,0,0.0,,,
s__Streptomyces_sp001426405--RS_GCF_001426405.1,9,4,36,8,22.2,346.5,229.0,347.0
s__Streptomyces_sp001426585--RS_GCF_001426585.1,4,4,16,4,25.0,183.5,182.0,183.5
s__Streptomyces_sp001905665--RS_GCF_001905665.1,6,3,18,0,0.0,,,
s__Streptomyces_sp001905885--RS_GCF_001905885.1,4,5,20,4,20.0,132.5,131.0,132.5
s__Streptomyces_sp001905905--RS_GCF_001905905.1,4,5,20,0,0.0,,,
s__Streptomyces_sp001941845--RS_GCF_001941845.1,4,6,24,24,100.0,2117.5,706.0,1994.8
s__Streptomyces_sp002080455--RS_GCF_002080455.1,4,7,28,28,100.0,2545.5,703.0,2206.8
s__Streptomyces_sp002224125--RS_GCF_002224125.1,5,4,20,0,0.0,,,
s__Streptomyces_sp002846625--RS_GCF_012273535.1,4,6,24,24,100.0,1731.0,897.0,1737.2
s__Streptomyces_sp002847285--RS_GCF_002847285.1,9,4,36,36,100.0,2305.5,461.0,2074.2
s__Streptomyces_sp002982015--RS_GCF_002982015.1,4,4,16,0,0.0,,,
s__Streptomyces_sp003116725--RS_GCF_003610995.1,5,3,15,15,100.0,1464.0,898.0,1589.2
s__Streptomyces_sp003143855--RS_GCF_003143855.1,4,3,12,0,0.0,,,
s__Streptomyces_sp003148825--RS_GCF_003148825.1,4,7,28,0,0.0,,,
s__Streptomyces_sp003403055--RS_GCF_020616555.1,6,4,24,24,100.0,1799.0,867.0,2213.2
s__Streptomyces_sp003846175--RS_GCF_003846175.1,10,3,30,5,16.7,275.0,269.0,282.8
s__Streptomyces_sp003947455--RS_GCF_003947455.1,5,5,25,0,0.0,,,
s__Streptomyces_sp004187715--RS_GCF_004187715.1,7,4,28,0,0.0,,,
s__Streptomyces_sp006088715--RS_GCF_006088715.1,5,9,45,40,88.9,2088.5,125.0,2085.5
s__Streptomyces_sp012927245--RS_GCF_012927245.1,5,5,25,5,20.0,165.0,52.0,142.8
s__Streptomyces_sp013361925--GB_GCA_013361925.1,4,4,16,0,0.0,,,
s__Streptomyces_sp013362785--GB_GCA_013362785.1,6,6,36,0,0.0,,,
s__Streptomyces_sp014253015--RS_GCF_020099395.1,5,4,20,20,100.0,2333.5,115.0,2056.5
s__Streptomyces_sp014596525--RS_GCF_014596525.1,9,3,27,4,14.8,159.5,158.0,159.5
s__Streptomyces_sp018604545--RS_GCF_018604545.1,6,6,36,36,100.0,2616.5,322.0,2678.6
s__Streptomyces_sp019090105--RS_GCF_022846655.1,4,4,16,16,100.0,1049.5,656.0,1082.2
