species_id,has_phytase,has_siderophore,has_both,family,genus,phylum
s__Halioglobus_sp024234855--GB_GCA_024234855.1,1,0,0,f__Halieaceae,g__Halioglobus,p__Pseudomonadota
s__BMS3ABIN03_sp022562275--GB_GCA_022562275.1,1,0,0,f__Ignavibacteriaceae,g__BMS3ABIN03,p__Bacteroidota
s__Fen-1039_sp003142755--GB_GCA_003142755.1,0,0,0,f__CSP1-4,g__Fen-1039,p__Chloroflexota
s__Methylobacterium_sp900112625--RS_GCF_021398735.1,1,0,0,f__Beijerinckiaceae,g__Methylobacterium,p__Pseudomonadota
s__RAAP-2_sp021781335--GB_GCA_021781335.1,1,0,0,f__RAAP-2,g__RAAP-2,p__Actinomycetota
s__JAGYID01_sp018606725--GB_GCA_018606725.1,0,0,0,f__Gp22-AA2,g__JAGYID01,p__Acidobacteriota
s__RAAP-2_sp003138815--GB_GCA_003138815.1,1,0,0,f__RAAP-2,g__RAAP-2,p__Actinomycetota
s__UBA8498_sp000503835--GB_GCA_000503835.1,0,0,0,f__UBA10185,g__UBA8498,p__Patescibacteria
s__T3Sed10-241_sp003565555--GB_GCA_003565555.1,0,0,0,f__Cryomorphaceae,g__T3Sed10-241,p__Bacteroidota
s__SKNL01_sp007127665--GB_GCA_007127665.1,0,0,0,f__Natronogracilivirgulaceae,g__SKNL01,p__Bacteroidota
s__JADJRK01_sp020425695--GB_GCA_020425695.1,1,0,0,f__UBA2392,g__JADJRK01,p__Planctomycetota
s__Cytobacillus_oceanisediminis_D--RS_GCF_022811925.1,0,0,0,f__DSM-18226,g__Cytobacillus,p__Bacillota
s__Methylobacterium_thiocyanatum--GB_GCA_014138645.1,1,0,0,f__Beijerinckiaceae,g__Methylobacterium,p__Pseudomonadota
s__DC0425bin3_sp002753665--GB_GCA_002753665.1,0,0,0,f__DC0425bin3,g__DC0425bin3,p__Pseudomonadota
s__Streptomyces_galbus--RS_GCF_005280195.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Cupriavidus_oxalaticus_A--RS_GCF_004768545.1,0,0,0,f__Burkholderiaceae,g__Cupriavidus,p__Pseudomonadota
s__Microbacterium_sp003293595--RS_GCF_003293595.1,1,0,0,f__Microbacteriaceae,g__Microbacterium,p__Actinomycetota
s__Streptomyces_inhibens--RS_GCF_003389455.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Acidithiobacillus_ferrooxidans_C--RS_GCF_018854495.1,0,0,0,f__Acidithiobacillaceae,g__Acidithiobacillus,p__Pseudomonadota
s__Planococcus_salinarum--RS_GCF_007004625.1,0,0,0,f__Planococcaceae,g__Planococcus,p__Bacillota
s__UBA4719_sp012927555--GB_GCA_012927555.1,0,0,0,f__Dermatophilaceae,g__UBA4719,p__Actinomycetota
s__Clostridium_W_aceticum--RS_GCF_001042715.1,1,0,0,f__Natronincolaceae,g__Clostridium_W,p__Bacillota_A
s__Malonomonas_sp015222355--GB_GCA_015222355.1,0,0,0,f__Geopsychrobacteraceae,g__Malonomonas,p__Desulfobacterota_F
s__Parasphingorhabdus_sp002776575--RS_GCF_002776575.1,1,0,0,f__Sphingomonadaceae,g__Parasphingorhabdus,p__Pseudomonadota
s__SCGC-AG-212-J23_sp005881595--GB_GCA_005881595.1,0,0,0,f__SG8-39,g__SCGC-AG-212-J23,p__Pseudomonadota
s__Pseudomonas_E_versuta--RS_GCF_001294575.1,1,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__UBA12053_sp001003855--GB_GCA_001003855.1,0,0,0,f__GWC2-37-73,g__UBA12053,p__Patescibacteria
s__E44-bin10_sp004377135--GB_GCA_004377135.1,0,0,0,f__AB-539-J10,g__E44-bin10,p__Chloroflexota
s__SKVR01_sp007132585--GB_GCA_007132585.1,0,0,0,f__UBA7960,g__SKVR01,p__Bacteroidota
s__JAGXLP01_sp018335015--GB_GCA_018335015.1,0,0,0,f__M55B111,g__JAGXLP01,p__Bipolaricaulota
s__Brevirhabdus_pacifica--RS_GCF_002797755.1,0,0,0,f__Rhodobacteraceae,g__Brevirhabdus,p__Pseudomonadota
s__Streptomyces_longwoodensis--RS_GCF_001514125.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Fen-668_sp003153855--GB_GCA_003153855.1,0,0,0,f__Propionibacteriaceae,g__Fen-668,p__Actinomycetota
s__Halomonas_sp011050415--GB_GCA_011050415.1,0,0,0,f__Halomonadaceae,g__Halomonas,p__Pseudomonadota
s__Pseudomonas_S_boreopolis--GB_GCA_014654535.1,1,0,0,f__Xanthomonadaceae,g__Pseudomonas_S,p__Pseudomonadota
s__Companilactobacillus_nantensis--RS_GCF_001435815.1,0,0,0,f__Lactobacillaceae,g__Companilactobacillus,p__Bacillota
s__JAAKFX01_sp011064875--GB_GCA_011064875.1,0,0,0,f__SM23-39,g__JAAKFX01,p__Chlamydiota
s__Pararhizobium_rhizosphaerae--RS_GCF_001938945.1,1,0,0,f__Rhizobiaceae,g__Pararhizobium,p__Pseudomonadota
s__Lentilactobacillus_farraginis--RS_GCF_000583655.1,0,0,0,f__Lactobacillaceae,g__Lentilactobacillus,p__Bacillota
s__Lysobacter_sp013361435--RS_GCF_021284765.1,0,0,0,f__Xanthomonadaceae,g__Lysobacter,p__Pseudomonadota
s__Azospirillum_doebereinerae--RS_GCF_003989665.1,0,0,0,f__Azospirillaceae,g__Azospirillum,p__Pseudomonadota
s__Nostoc_indistinguendum--GB_GCA_019359215.1,1,0,0,f__Nostocaceae,g__Nostoc,p__Cyanobacteriota
s__Streptomyces_sp000717915--RS_GCF_000717915.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__JAMLGM01_sp023957975--GB_GCA_023957975.1,0,0,0,f__Microtrichaceae,g__JAMLGM01,p__Actinomycetota
s__RXIV01_sp003989085--GB_GCA_003989085.1,0,0,0,f__Competibacteraceae,g__RXIV01,p__Pseudomonadota
s__Pseudomonas_E_alkylphenolica--RS_GCF_000746525.1,0,1,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Giesbergeria_sp001724785--GB_GCA_001724785.1,0,0,0,f__Burkholderiaceae_B,g__Giesbergeria,p__Pseudomonadota
s__Geothrix_sp022808935--RS_GCF_022808935.1,0,0,0,f__Holophagaceae,g__Geothrix,p__Acidobacteriota
s__Coxiella_sp002871095--RS_GCF_002871095.1,0,0,0,f__Coxiellaceae,g__Coxiella,p__Pseudomonadota
s__Streptomyces_griseosporeus--RS_GCF_014656055.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__SMWN01_sp004356415--GB_GCA_004356415.1,1,0,0,f__UBA4486,g__SMWN01,p__Pseudomonadota
s__Chryseobacterium_sp913777465--GB_GCA_913777465.1,0,0,0,f__Weeksellaceae,g__Chryseobacterium,p__Bacteroidota
s__Bradyrhizobium_japonicum_C--RS_GCF_000426845.1,0,0,0,f__Xanthobacteraceae,g__Bradyrhizobium,p__Pseudomonadota
s__B25-G16_sp003646935--GB_GCA_003646935.1,0,0,0,f__B25-G16,g__B25-G16,p__Desulfobacterota
s__QBUR01_sp019429385--GB_GCA_019429385.1,0,0,0,f__Methanocomedenaceae,g__QBUR01,p__Halobacteriota
s__E44-bin89_sp004375725--GB_GCA_004375725.1,0,0,0,f__RBG-16-60-22,g__E44-bin89,p__Chloroflexota
s__Methylobacterium_cerastii--RS_GCF_022179125.1,1,0,0,f__Beijerinckiaceae,g__Methylobacterium,p__Pseudomonadota
s__JAJZIJ01_sp021810625--GB_GCA_021810625.1,0,0,0,f__Acidobacteriaceae,g__JAJZIJ01,p__Acidobacteriota
s__Wenzhouxiangella_sp007123055--GB_GCA_007123055.1,0,0,0,f__Wenzhouxiangellaceae,g__Wenzhouxiangella,p__Pseudomonadota
s__Modestobacter_marinus--RS_GCF_011758655.1,1,0,0,f__Geodermatophilaceae,g__Modestobacter,p__Actinomycetota
s__Udaeobacter_sp003218135--GB_GCA_003218135.1,1,0,0,f__UBA10450,g__Udaeobacter,p__Verrucomicrobiota
s__SLCK01_sp007124095--GB_GCA_007124095.1,1,0,0,f__UBA6960,g__SLCK01,p__Gemmatimonadota
s__Pristimantibacillus_sp001682865--RS_GCF_001682865.1,0,0,0,f__Paenibacillaceae,g__Pristimantibacillus,p__Bacillota
s__Palsa-1188_sp003160265--GB_GCA_003160265.1,0,0,0,f__Thermacetogeniaceae,g__Palsa-1188,p__Bacillota_B
s__Mesorhizobium_sp001425625--RS_GCF_001425625.1,0,0,0,f__Rhizobiaceae,g__Mesorhizobium,p__Pseudomonadota
s__Streptomyces_griseorubiginosus--RS_GCF_001514195.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Myxococcus_eversor--RS_GCF_010894455.1,1,0,0,f__Myxococcaceae,g__Myxococcus,p__Myxococcota
s__Sporosarcina_ureae_B--RS_GCF_002101375.1,0,0,0,f__Planococcaceae,g__Sporosarcina,p__Bacillota
s__Sporosarcina_psychrophila_A--RS_GCF_001590685.1,0,0,0,f__Planococcaceae,g__Sporosarcina,p__Bacillota
s__Pseudomonas_E_pharyngis--RS_GCF_021602345.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Arachnia_sp014164775--RS_GCF_014164775.1,0,0,0,f__Propionibacteriaceae,g__Arachnia,p__Actinomycetota
s__Pseudomonas_E_seleniipraecipitans--RS_GCF_900102335.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Pseudomonas_E_daroniae--RS_GCF_004327285.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__JAJZYL01_sp021798095--GB_GCA_021798095.1,0,0,0,f__UBA164,g__JAJZYL01,p__Thermoproteota
s__GJ-E10_sp021842465--GB_GCA_021842465.1,0,0,0,f__Burkholderiaceae_A,g__GJ-E10,p__Pseudomonadota
s__Roseiarcus_sp003164915--GB_GCA_003164915.1,0,0,0,f__Beijerinckiaceae,g__Roseiarcus,p__Pseudomonadota
s__UBA9973_sp000991415--GB_GCA_000991415.1,0,0,0,f__UBA9973,g__UBA9973,p__Patescibacteria
s__Pseudomonas_E_azerbaijanoccidens--RS_GCF_019145495.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Stutzerimonas_stutzeri_D--RS_GCF_000590475.1,0,0,0,f__Pseudomonadaceae,g__Stutzerimonas,p__Pseudomonadota
s__Halorhabdus_tiamatea--RS_GCF_000470655.1,0,0,0,f__Haloarculaceae,g__Halorhabdus,p__Halobacteriota
s__Bin107_sp022828125--GB_GCA_022828125.1,0,0,0,f__UBA8248,g__Bin107,p__UBA8248
s__Chryseobacterium_jejuense--RS_GCF_900100075.1,0,0,0,f__Weeksellaceae,g__Chryseobacterium,p__Bacteroidota
s__SZUA-217_sp004356805--GB_GCA_004356805.1,0,0,0,f__ZC4RG35,g__SZUA-217,p__Actinomycetota
s__Spirillospora_syzygii--RS_GCF_008085905.1,0,0,0,f__Streptosporangiaceae,g__Spirillospora,p__Actinomycetota
s__PALSA-1003_sp005888955--GB_GCA_005888955.1,1,0,0,f__Casimicrobiaceae,g__PALSA-1003,p__Pseudomonadota
s__Pseudogemmobacter_sp900105075--RS_GCF_900105075.1,0,0,0,f__Rhodobacteraceae,g__Pseudogemmobacter,p__Pseudomonadota
s__Phycicoccus_endophyticus--RS_GCF_011326735.1,0,0,0,f__Dermatophilaceae,g__Phycicoccus,p__Actinomycetota
s__CAG-568_sp002399765--GB_GCA_002399765.1,0,0,0,f__CAG-288,g__CAG-568,p__Bacillota
s__AV80_sp003134765--GB_GCA_003134765.1,0,0,0,f__UBA10450,g__AV80,p__Verrucomicrobiota
s__Mucilaginibacter_sp913775265--GB_GCA_913775265.1,1,0,0,f__Sphingobacteriaceae,g__Mucilaginibacter,p__Bacteroidota
s__Bog-38_sp003139855--GB_GCA_003139855.1,0,0,0,f__Bog-38,g__Bog-38,p__Halobacteriota
s__Streptomyces_samsunensis--RS_GCF_024519315.1,0,1,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Lysobacter_sp001428685--RS_GCF_001428685.1,0,0,0,f__Xanthomonadaceae,g__Lysobacter,p__Pseudomonadota
s__WS-7_sp005893265--GB_GCA_005893265.1,0,0,0,f__SZUA-252,g__WS-7,p__Eisenbacteria
s__FACHB-800_sp014698825--RS_GCF_014698825.1,1,1,1,f__Nostocaceae,g__FACHB-800,p__Cyanobacteriota
s__Streptomyces_libani--RS_GCF_009811595.1,0,1,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__JAGLSY01_sp020696385--GB_GCA_020696385.1,0,0,0,f__JAGLSY01,g__JAGLSY01,p__Thermoplasmatota
s__Paenibacillus_AH_cisolokensis--RS_GCF_018403665.1,0,0,0,f__Paenibacillaceae,g__Paenibacillus_AH,p__Bacillota
s__Acinetobacter_calcoaceticus_C--RS_GCF_900520355.1,0,0,0,f__Moraxellaceae,g__Acinetobacter,p__Pseudomonadota
s__SZUA-381_sp006226555--GB_GCA_006226555.1,0,0,0,f__Crocinitomicaceae,g__SZUA-381,p__Bacteroidota
s__Gemmiger_sp944388145--GB_GCA_944388145.1,0,0,0,f__Ruminococcaceae,g__Gemmiger,p__Bacillota_A
s__CSSed10-48_sp007130445--GB_GCA_007130445.1,0,0,0,f__Trueperaceae,g__CSSed10-48,p__Deinococcota
s__JACKOQ01_sp024234215--GB_GCA_024234215.1,0,0,0,f__UBA5862,g__JACKOQ01,p__Pseudomonadota
s__Methanobacterium_A_sp002495625--GB_GCA_002495625.1,0,0,0,f__Methanobacteriaceae,g__Methanobacterium_A,p__Methanobacteriota
s__Sulfuricurvum_sp002327465--RS_GCF_004347735.1,0,0,0,f__Sulfurimonadaceae,g__Sulfuricurvum,p__Campylobacterota
s__Terrihabitans_sp001464335--GB_GCA_001464335.1,0,0,0,f__Methylopilaceae,g__Terrihabitans,p__Pseudomonadota
s__UBA8363_sp002753615--GB_GCA_002753615.1,0,0,0,f__UBA8363,g__UBA8363,p__Pseudomonadota
s__Magnetominusculus_sp002753305--GB_GCA_002753305.1,0,0,0,f__Magnetobacteriaceae,g__Magnetominusculus,p__Nitrospirota
s__Streptomyces_nodosus--RS_GCF_008704995.1,0,1,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Alicyclobacillus_acidoterrestris--RS_GCF_022674245.1,0,0,0,f__Alicyclobacillaceae,g__Alicyclobacillus,p__Bacillota
s__Niastella_koreensis--RS_GCF_000246855.1,1,1,1,f__Chitinophagaceae,g__Niastella,p__Bacteroidota
s__Dyadobacter_sediminis--RS_GCF_005860765.1,0,0,0,f__Spirosomaceae,g__Dyadobacter,p__Bacteroidota
s__Pseudomonas_E_sp900101695--RS_GCF_018417635.1,0,1,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__JACKAF01_sp020635235--GB_GCA_020635235.1,0,0,0,f__JACKAF01,g__JACKAF01,p__Bdellovibrionota
s__Shewanella_cyperi--RS_GCF_017354985.1,0,0,0,f__Shewanellaceae,g__Shewanella,p__Pseudomonadota
s__B12-G16_sp003650925--GB_GCA_003650925.1,0,0,0,f__QMSL01,g__B12-G16,p__Thermoproteota
s__Rhodoblastus_sphagnicola--RS_GCF_002937075.1,1,0,0,f__Beijerinckiaceae,g__Rhodoblastus,p__Pseudomonadota
s__Zavarzinia_compransoris--RS_GCF_003173055.1,0,0,0,f__Zavarziniaceae,g__Zavarzinia,p__Pseudomonadota
s__Microbacterium_ureisolvens--RS_GCF_015278315.1,1,0,0,f__Microbacteriaceae,g__Microbacterium,p__Actinomycetota
s__Neorhizobium_sp900471605--GB_GCA_900471605.1,0,1,0,f__Rhizobiaceae,g__Neorhizobium,p__Pseudomonadota
s__UTBCD1_sp002066995--GB_GCA_002066995.1,0,0,0,f__Chitinophagaceae,g__UTBCD1,p__Bacteroidota
s__Vicingus_sp015075325--GB_GCA_015075325.1,0,0,0,f__Vicingaceae,g__Vicingus,p__Bacteroidota
s__Chelatococcus_sp018398335--RS_GCF_018398335.1,1,0,0,f__Beijerinckiaceae,g__Chelatococcus,p__Pseudomonadota
s__Desulfobacula_sp019038815--GB_GCA_019038815.1,0,0,0,f__Desulfobacteraceae,g__Desulfobacula,p__Desulfobacterota
s__Bradyrhizobium_sp024199795--RS_GCF_024199795.1,0,0,0,f__Xanthobacteraceae,g__Bradyrhizobium,p__Pseudomonadota
s__PXAP01_sp007123885--GB_GCA_007123885.1,0,0,0,f__PUMT01,g__PXAP01,p__Bacteroidota
s__PWEA01_sp003550625--GB_GCA_003550625.1,0,0,0,f__PWEA01,g__PWEA01,p__Aenigmatarchaeota
s__Halomonas_smyrnensis--RS_GCF_000265245.1,1,0,0,f__Halomonadaceae,g__Halomonas,p__Pseudomonadota
s__Roseinatronobacter_sp007128135--GB_GCA_007128135.1,0,0,0,f__Rhodobacteraceae,g__Roseinatronobacter,p__Pseudomonadota
s__Streptosporangium_canum--RS_GCF_900113865.1,1,1,1,f__Streptosporangiaceae,g__Streptosporangium,p__Actinomycetota
s__Herbaspirillum_chlorophenolicum--RS_GCF_001189955.1,0,0,0,f__Burkholderiaceae,g__Herbaspirillum,p__Pseudomonadota
s__Halomonas_chromatireducens--RS_GCF_001545155.1,1,0,0,f__Halomonadaceae,g__Halomonas,p__Pseudomonadota
s__Polaromonas_sp002381615--GB_GCA_002381615.1,0,0,0,f__Burkholderiaceae_B,g__Polaromonas,p__Pseudomonadota
s__JAGNKE01_sp020443295--GB_GCA_020443295.1,0,0,0,f__Micavibrionaceae,g__JAGNKE01,p__Pseudomonadota
s__Sulfomarinibacter_kjeldsenii--GB_GCA_014764485.1,0,0,0,f__Sulfomarinibacteraceae,g__Sulfomarinibacter,p__Acidobacteriota
s__Rhodococcus_sp015865005--RS_GCF_023218075.1,0,0,0,f__Mycobacteriaceae,g__Rhodococcus,p__Actinomycetota
s__Clostridium_B_ljungdahlii--RS_GCF_000143685.1,1,0,0,f__Clostridiaceae,g__Clostridium_B,p__Bacillota_A
s__Microbispora_catharanthi--RS_GCF_006334915.2,0,0,0,f__Streptosporangiaceae,g__Microbispora,p__Actinomycetota
s__JAHBUV01_sp019637915--GB_GCA_019637915.1,0,0,0,f__Bdellovibrionaceae,g__JAHBUV01,p__Bdellovibrionota
s__Elarobacter_winogradskyi--GB_GCA_003168375.1,0,0,0,f__Baltobacteraceae,g__Elarobacter,p__Eremiobacterota
s__Magnetospirillum_moscoviense--RS_GCF_001650635.1,0,0,0,f__Magnetospirillaceae,g__Magnetospirillum,p__Pseudomonadota
s__Luteolibacter_sp905182475--GB_GCA_905182475.1,0,0,0,f__Akkermansiaceae,g__Luteolibacter,p__Verrucomicrobiota
s__Catenulispora_pinistramenti--RS_GCF_018274385.1,0,1,0,f__Catenulisporaceae,g__Catenulispora,p__Actinomycetota
s__Rhizobium_sp900468685--RS_GCF_016864575.1,1,0,0,f__Rhizobiaceae,g__Rhizobium,p__Pseudomonadota
s__JACKFQ01_sp020632395--GB_GCA_020632395.1,0,0,0,f__JAHDCA01,g__JACKFQ01,p__Patescibacteria
s__JAGWAZ01_sp020635205--GB_GCA_020635205.1,0,0,0,f__OLB7,g__JAGWAZ01,p__Bacteroidota
s__Panacagrimonas_perspica--RS_GCF_004364935.1,0,0,0,f__Nevskiaceae,g__Panacagrimonas,p__Pseudomonadota
s__Kitasatospora_griseola--RS_GCF_014648555.1,0,1,0,f__Streptomycetaceae,g__Kitasatospora,p__Actinomycetota
s__Microbacterium_binotii--RS_GCF_021398715.1,0,0,0,f__Microbacteriaceae,g__Microbacterium,p__Actinomycetota
s__Streptomyces_flavotricini--RS_GCF_020639365.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__SKPH01_sp007119615--GB_GCA_007119615.1,0,0,0,f__DTU022,g__SKPH01,p__Bacillota_D
s__Xanthobacter_tagetidis--RS_GCF_003667445.1,0,0,0,f__Xanthobacteraceae,g__Xanthobacter,p__Pseudomonadota
s__Palsa-506_sp003168215--GB_GCA_003168215.1,1,0,0,f__Streptosporangiaceae,g__Palsa-506,p__Actinomycetota
s__Anaerotignum_propionicum--RS_GCF_001561955.1,0,1,0,f__Anaerotignaceae,g__Anaerotignum,p__Bacillota_A
s__Mycobacterium_tokaiense--RS_GCF_010725885.1,0,0,0,f__Mycobacteriaceae,g__Mycobacterium,p__Actinomycetota
s__Marinomonas_spartinae--RS_GCF_900089775.1,1,0,0,f__Marinomonadaceae,g__Marinomonas,p__Pseudomonadota
s__13-2-20CM-66-19_sp005878835--GB_GCA_005878835.1,0,0,0,f__Steroidobacteraceae,g__13-2-20CM-66-19,p__Pseudomonadota
s__Mesorhizobium_erdmanii--RS_GCF_000472705.1,0,1,0,f__Rhizobiaceae,g__Mesorhizobium,p__Pseudomonadota
s__Chromobacterium_subtsugae--RS_GCF_001676875.1,0,1,0,f__Chromobacteriaceae,g__Chromobacterium,p__Pseudomonadota
s__UBA10656_sp002085445--GB_GCA_002085445.1,0,0,0,f__Beggiatoaceae,g__UBA10656,p__Pseudomonadota
s__TS1B11_sp004124295--GB_GCA_004124295.1,0,0,0,f__TS1B11,g__TS1B11,p__Marinisomatota
s__Spirirestis_rafaelensis--GB_GCA_019359015.1,1,0,0,f__Nostocaceae,g__Spirirestis,p__Cyanobacteriota
s__AR19_sp003220595--GB_GCA_003220595.1,0,0,0,f__CSP1-6,g__AR19,p__Methylomirabilota
s__40CM-3-55-5_sp001918935--GB_GCA_001918935.1,1,0,0,f__SbA1,g__40CM-3-55-5,p__Acidobacteriota
s__Bog-209_sp003139095--GB_GCA_003139095.1,0,0,0,f__SbA1,g__Bog-209,p__Acidobacteriota
s__Alkalispirochaeta_sp007130865--GB_GCA_007130865.1,0,0,0,f__Alkalispirochaetaceae,g__Alkalispirochaeta,p__Spirochaetota
s__UBA1177_sp002310995--GB_GCA_002310995.1,0,0,0,f__UBA1177,g__UBA1177,p__UBP6
s__Palsa-892_sp003135415--GB_GCA_003135415.1,0,0,0,f__Xanthobacteraceae,g__Palsa-892,p__Pseudomonadota
s__SG8-41_sp020028375--GB_GCA_020028375.1,0,0,0,f__SG8-41,g__SG8-41,p__Pseudomonadota
s__Parageobacillus_thermoglucosidasius--RS_GCF_001295365.1,0,1,0,f__Anoxybacillaceae,g__Parageobacillus,p__Bacillota
s__Merdicola_sp930990555--GB_GCA_930990555.1,0,0,0,f__CAG-508,g__Merdicola,p__Bacillota_A
s__JABLTI01_sp019056785--GB_GCA_019056785.1,0,0,0,f__JABLTI01,g__JABLTI01,p__Asgardarchaeota
s__Aminobacter_ciceronei--RS_GCF_014138625.1,0,1,0,f__Rhizobiaceae,g__Aminobacter,p__Pseudomonadota
s__Microbispora_sp014161445--RS_GCF_014161445.1,1,0,0,f__Streptosporangiaceae,g__Microbispora,p__Actinomycetota
s__Allorhizobium_sp900466945--GB_GCA_900466945.1,0,0,0,f__Rhizobiaceae,g__Allorhizobium,p__Pseudomonadota
s__Rhizobium_sp900468805--GB_GCA_900468805.1,1,0,0,f__Rhizobiaceae,g__Rhizobium,p__Pseudomonadota
s__SMXL01_sp022567305--GB_GCA_022567305.1,0,0,0,f__UBA10348,g__SMXL01,p__Bacteroidota
s__SLAO01_sp007126835--GB_GCA_007126835.1,1,0,0,f__Egibacteraceae,g__SLAO01,p__Actinomycetota
s__Hyphomonas_jannaschiana--RS_GCF_000685215.1,0,0,0,f__Hyphomonadaceae,g__Hyphomonas,p__Pseudomonadota
s__JACKCN01_sp020634015--GB_GCA_020634015.1,0,0,0,f__CAIWAD01,g__JACKCN01,p__Delongbacteria
s__Pontibacter_lucknowensis--RS_GCF_900156415.1,1,0,0,f__Hymenobacteraceae,g__Pontibacter,p__Bacteroidota
s__UBA1547_sp002413425--GB_GCA_002413425.1,0,0,0,f__UBA1547,g__UBA1547,p__Patescibacteria
s__Winogradskyella_marina--RS_GCF_015645385.1,0,1,0,f__Flavobacteriaceae,g__Winogradskyella,p__Bacteroidota
s__B26-G2_sp003647715--GB_GCA_003647715.1,0,0,0,f__B26-G2,g__B26-G2,p__RBG-13-66-14
s__Halopseudomonas_phragmitis--RS_GCF_002056295.1,0,0,0,f__Pseudomonadaceae,g__Halopseudomonas,p__Pseudomonadota
s__JAAETH01_sp024228575--GB_GCA_024228575.1,0,0,0,f__TK06,g__JAAETH01,p__Actinomycetota
s__13-2-20CM-66-19_sp003136935--GB_GCA_003136935.1,0,0,0,f__Steroidobacteraceae,g__13-2-20CM-66-19,p__Pseudomonadota
s__Allorhizobium_sp001429245--RS_GCF_001429245.1,0,0,0,f__Rhizobiaceae,g__Allorhizobium,p__Pseudomonadota
s__Palsa-513_sp003138355--GB_GCA_003138355.1,0,0,0,f__Solirubrobacteraceae,g__Palsa-513,p__Actinomycetota
s__SZUA-6_sp003641675--GB_GCA_003641675.1,0,0,0,f__SZUA-6,g__SZUA-6,p__Spirochaetota
s__Sphingomonas_excrementigallinarum--GB_GCA_019112965.1,1,0,0,f__Sphingomonadaceae,g__Sphingomonas,p__Pseudomonadota
s__DP-23_sp005879245--GB_GCA_005879245.1,1,0,0,f__DP-6,g__DP-23,p__Desulfobacterota_B
s__Holophaga_sp022808725--RS_GCF_022808725.1,1,0,0,f__Holophagaceae,g__Holophaga,p__Acidobacteriota
s__Pseudoclavibacter_terrae--RS_GCF_008831075.1,0,0,0,f__Microbacteriaceae,g__Pseudoclavibacter,p__Actinomycetota
s__Palsa-89_sp003166865--GB_GCA_003166865.1,0,0,0,f__Bryobacteraceae,g__Palsa-89,p__Acidobacteriota
s__Pseudomonas_E_siliginis--RS_GCF_019145195.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__LB3-1_sp016781505--GB_GCA_016781505.1,1,0,0,f__Herpetosiphonaceae,g__LB3-1,p__Chloroflexota
s__Sphingobium_chungbukense--RS_GCF_001005725.1,0,0,0,f__Sphingomonadaceae,g__Sphingobium,p__Pseudomonadota
s__Acholeplasma_laidlawii--RS_GCF_000018785.1,0,0,0,f__Acholeplasmataceae,g__Acholeplasma,p__Bacillota
s__Marinobacter_aromaticivorans--RS_GCF_002806975.1,1,0,0,f__Oleiphilaceae,g__Marinobacter,p__Pseudomonadota
s__UBA5701_sp002420015--GB_GCA_002420015.1,0,0,0,f__Micavibrionaceae,g__UBA5701,p__Pseudomonadota
s__UBA4665_sp002413835--GB_GCA_002413835.1,0,0,0,f__UBA4665,g__UBA4665,p__Patescibacteria
s__Marithrix_sp001723685--RS_GCF_001723685.1,0,0,0,f__Beggiatoaceae,g__Marithrix,p__Pseudomonadota
s__Rhizobium_lusitanum--RS_GCF_900094565.1,1,0,0,f__Rhizobiaceae,g__Rhizobium,p__Pseudomonadota
s__OLB19_sp020632015--GB_GCA_020632015.1,0,0,0,f__UBA918,g__OLB19,p__Patescibacteria
s__DSZF01_sp011605825--GB_GCA_011605825.1,0,0,0,f__DSZF01,g__DSZF01,p__Thermoproteota
s__Desulfonatronovibrio_sp007121655--GB_GCA_007121655.1,1,0,0,f__Desulfonatronovibrionaceae,g__Desulfonatronovibrio,p__Desulfobacterota
s__Fen-1039_sp003141455--GB_GCA_003141455.1,0,0,0,f__CSP1-4,g__Fen-1039,p__Chloroflexota
s__JAKCDU01_sp021808785--GB_GCA_021808785.1,1,0,0,f__Palsa-688,g__JAKCDU01,p__Actinomycetota
s__Palsa-513_sp003132505--GB_GCA_003132505.1,1,0,0,f__Solirubrobacteraceae,g__Palsa-513,p__Actinomycetota
s__Muricauda_sp010993815--RS_GCF_021390175.1,0,0,0,f__Flavobacteriaceae,g__Muricauda,p__Bacteroidota
